hyperparameter_set,average_roc_auc,model_path,timestamp
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.45829022753830256,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132254
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.4447828579315777,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132300
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.45773778569615614,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132307
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.4599280080099657,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132313
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.46980198633878006,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132319
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.4751478457317468,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132325
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.5239296994944512,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132331
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.5454430400041348,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132337
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.4736519031015236,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132344
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.5033522761220204,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132350
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.514139436391896,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132356
"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 20, 'feature_fraction': 0.8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 5, 'bagging_seed': 42}",0.5132829389904606,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132402
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.46578853996405256,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132412
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4543555188901319,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132419
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.479725213307964,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132425
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4440299508555555,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132431
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.45637994485243183,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132437
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4330261494462314,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132443
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4724461921772818,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132449
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4756513683407487,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132455
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.49779320237255575,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132501
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.5128690237618988,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132507
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.47924847247307384,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132513
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4636864539285071,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132519
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 0, 'min_gain_to_split': 0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.49835033225663433,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132525
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.4676262714705405,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132536
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.4930283561794086,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132543
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.4787512126154151,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132549
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.47345509312091394,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132555
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.5157296647711131,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132602
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.44286658248318755,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132608
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.48317487827460576,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132614
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.5226822717985365,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132620
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.48473611272320405,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132626
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.5525180168323923,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132632
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.5094714011018628,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132638
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.4975674019509449,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132644
"{'learning_rate': 0.2, 'num_leaves': 100, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 10.0, 'lambda_l2': 10.0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 100}",0.5333838579926005,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132650
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.4975954354512752,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132701
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.447235254072668,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132708
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.45509899211116445,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132714
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.4757257260320696,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132720
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.4642846901641494,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132726
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.46403199518244637,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132733
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.48705611047352243,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132740
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.5286009438347296,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132746
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.4950980945691156,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132752
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.5389087190396447,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132759
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.5198924624262524,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132805
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.5237853289171112,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132811
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 0.8, 'lambda_l1': 0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 0.8, 'bagging_freq': 15, 'bagging_seed': 42}",0.5316129562033286,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132817
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.46329965176753846,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132829
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.47342092954363374,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132835
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.48315335255829944,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_132841
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.44784605785780107,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_132847
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.4922426670546091,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_132853
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.4891097870683403,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_132859
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5111720018420645,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_132905
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5092781335858092,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_132911
